,User-id,Tweet
144,highgatewood,Many thanks @dbrownstylist and DC Wilson for inspiring discussions at the 2nd of our BHM Q&amp;A sessions yesterday.   #BlackHeritageMonth @highgatewood  #blackhistory #BlackHistoryMonth #BlacklivesMatter #blm https://t.co/oFE9RFG8rk
145,BryllLeeyant,Never forget #BlackLivesMatter showed up to a police killin situation and left talkin shit when they found out the victim was white … what is racism👀
146,Lorethawells9,#BlackLivesMatter what is wrong with #American born African-Americans these days🧐 why are they beating up on people short fused we don’t have anywhere to go Africans are rejecting us because they feel their quality is better than ours. Why are children acting out in such a way😔
147,marktsneed,Remember when patriots supported this nation from foreign and domestic enemies? What happened? Money over country? #WednesdayThoughts #WednesdayMotivation #WritingCommunity #writersoftwitter #amwritingfiction #BlackLivesMatter #KindnessMatters #StrongerTogether #Resist https://t.co/ZuX2ysg6mV
148,ChloeMurnighan,"""#Love is at the core of #change..."" 
(Dr. Dan B. Allender)

This is why we still have 
#racism &amp; #inequality: 

the changed lovers are 
still in the minority. 

#BlackLivesMatter #AntiRacist"
149,fwulionel,#BlackLivesMatter
150,AveryThru,"You can tell these Racist Cops was praying and waiting to make a Move on some minority they came across... obvious.  #blackteens #Blacktwitter #Latinos #BlackLivesMatter #VOTE #IranianProtests2022 #DemocraticSocialism Fetterman Clarence Marjorie Hannity Vance ""Greta Thunberg"" https://t.co/s03Sc5b1VQ"
151,schiaccisempre,@RyanJosephHart Im worried about meaty drive impact on burned out opponents. I dont know what will the opponent be able to do against that
152,dustinlindberg2,"The African American community has their own private school 🏫 here in Minneapolis called Hope Farm School. You can learn more about it down below 👇🏿.
#BLM #BlackLivesMatter #Minneapolis #MinneapolisMN #Minnesota ⁦@BLMLA⁩ ⁦@AlphaNewsMN⁩  https://t.co/q0M3WKS1NT"
153,readswithrosa,"This week on the #ReadswithRosaPodcast I sit down for a chat with Librarian and Podcast host Christina, aka #TheBingingLibrarian !!

Tune in tomorrow.

#TheBingingLibrarianPodcast #BlackLivesMatter #BIPOCauthors #SummerReadingChallenge #Librarianship #Education #EmpoweredWomen https://t.co/d9VeM65fIe"
154,MaxSarah2,We thought #BlackLivesMatter was a simple minded extortion grift from day 1 and that proved correct but politics aside what happened to #Antifa? Sure most are out fucking/blowing kids and or dying of aids but 0 are visible pre-elections ? #Democrats
155,sirjackwindsor,#BlackLivesMatter https://t.co/kfUweA5YLJ
156,Mackalini,#BlackLivesMatter #VoteBlueToSaveAmerica https://t.co/G09VXPsy6r
157,flatfoursubie,@LegionHoops @JustinTinsley Fuck let that shit air bruh
158,dantoops61,"Harrison, Arkansas needs Jesus
#BlackLivesMatter https://t.co/KYC7IkY52i"
159,jclibertytweets,@POTUS Electric vehicles are SO safe and SO healthy for the environment!!!!! #mypresident #BlueWave2022 #BlackLivesMatter
160,BotDefund,Defund the Bryan Police #BlackLivesMatter #DefundThePolice
161,Sam52160989,Victor Duffy Jr.   #SayTheirNames #BlackLivesMatter
162,migiziwigwan,"Patrisse Cullors received a whole lot of #whiteliberal money and bought herself a whole bunch of stuff. 

0 #BlackLivesMatter to Patrisse, except of course, her own.

#democrat business owners still display the #BLM sign in their windows in #Minneapolis 🖤

😂😂😂😂"
163,opagaatlos,"Ondertussen op de apenrots van de inclusieve samenleving. 3 agenten neergeschoten @PhillyPolice 

#BlackLivesMatter #DefundThePolice beweging blijft slachtoffers opleveren. 

Two Philadelphia SWAT officers shot in West P... -CBS Philadelphia https://t.co/3eVyKQjDxm https://t.co/2EQE5zxuh9"
164,say_the_names,Kimani Gray #BlackLivesMatter
165,radigan1_tim,@news4buffalo Is a slight recession media something like the Fiery but mostly peaceful #BlackLivesMatter and #Antifa protests in 2020 that caused millions upon millions of $$$ of destruction to our communities mainly black communities??? https://t.co/a9EnTLnMpo
166,apothyon2000,"@Edmund_Hurst Ed, we've got an office hour and I know what argument I'm restarting necessary."
167,alegnamedia,I’LL RELAX WHEN WE ALL CAN BREATHE https://t.co/lvC7SKXYQV #blacklivesmatter https://t.co/Z2yOInET2u
168,EminencePlaza,"https://t.co/H2IVta8xpu 

Dear Racism Eff You See Kay Why Oh You hoodie available at Etsy
#antiracism #blacklivesmatter #blm #antiracist #racism #equality #socialjustice #justice #diversity https://t.co/qdZ8lnh1DR https://t.co/6cOOxMrzVK"
169,OldMainBell,"Ding Ding! ding, ding. ding? Ding? ding. ding* #PennState #BlackLivesMatter #JusticeForAll"
170,Jasamgurlie,"Funny how the one constantly telling the royals business to anyone with a mic, with paid covers, &amp; about to eat dog shit as a challenge is the “good royal”. But the biracial is the “problem child”. 🙃"
171,moosemoats85,I am potitioning for our local liberal news station @WLFI to be disbanded and replaced with real journalists thats will report the crime in our city not just #BlackLivesMatter garbage and liberal only news.
172,MarkisSkeptic,"Vote like every race is 50/50
#VOTE 
#Roevember8th 
#democracy
#ExpandSCOTUS 
#FightFascism 
#AbortionBan 
#BlackLivesMatter 
#LegalizeIt 
#WomensWave 
#AssaultWeaponsBan
#GayMarriageIsOnTheBallot 
#ContraceptionIsOnTheBallot 
#MagaWrongStuff 
#VoteLikeEveryRaceIs5050 https://t.co/LbfkoUhsrs"
173,Jasamgurlie,I always see her cast announcements but never see her in anything. It’s so odd…. https://t.co/ldgxhQ2hoO
174,EdegheF,"Banky W just joined Burna as a blue-print but for explaining how one made their money. If you want to enter into power &amp; don't do it like that,FORGET THE POST!🚩

Head 🏷s;
#EndSARS • #BlackTwitter • #BlackLivesMatter
Tail 🏷s; Back in Uni • Big Wiz • MLLE • #OPPOReno8Launch https://t.co/4r44Owb1XM"
175,AmeraucanaLover,"So THIS is important #BlackTwitter #BLM #BlackLivesMatter and you should look into this a little further before you vote

#Biden chose Tom Vilsack for agriculture secretary who caused $120 BILLION loss to #BlackFarmers
Read here➡️ https://t.co/uE27lv8oJc

https://t.co/RLcOs89XC1 https://t.co/mt4cC88OTH"
176,COMA387Group3,Why does Google surveil the government by harassing BlackLivesMatter?
177,Mawelac,"@eastrn_natius @xtnaa1 @PhumlaniMMajozi Your assumptions not mine, radical mindset shifts are applied across sectors globally. Countries, industries and companies are constantly changing the way they are doing things, if it's not yielding positive, and progressive results. SA is not an exception. Things aren't working."
178,danisrosa,"Feliz Dia Das Crianças! Orgulho de nós!

Amo vocês! ❤️ 

Que Deus nos permita muitos e muitos anos juntos🙏🏾

#velhainfancia #diadascrianças #anos80 #family #amor❤ #blacklivesmatter #gratidao #vida #love #familia https://t.co/A6x1YGMXkZ"
179,ROUNDTABLEconvo,@AOC and now you have others agreeing (strongly x2—maybe “very” was too many letters) with your pathetic and insulting remarks. And he has #BlackLivesMatter in his Bio. How can trust be built in the face of such political positioning? #SeriousQuestion https://t.co/Geiq3F5lek
180,pointofeew,"Always 13/60

#blackcrimesmatter #blacklivesmatter #hypocrisy #blackprivilege #blacksupremacy #wokementality
SHARE please https://t.co/kj6ODKOZ8L"
181,Dab4121,"@jolenebuntinguk #BlackLivesMatter
Son bèsties, no saben viure civilitzadament"
182,pointofeew,"#blackcrimesmatter #blacklivesmatter #hypocrisy #blackprivilege #blacksupremacy #wokementality
SHARE please

 https://t.co/mRYvT4qJa1"
183,DrLeonJ,Quality thread for lovers of books and cats https://t.co/nOXfeWKMKR
184,dangerousnastyy,@ellaimagine because he’s hot
185,DrLeonJ,@dissolveriol @robinshistory Doctor Waffles!
186,IsmailYSyed,"#America’s entire #judiciary at both state and federal level is institutionally racist—deeply ingrained as legacy carrier of white settler state, geared against people of colour and natives: recent US Courts of Appeals and #SCOTUS judicial clerkship holder. 
#BlackLivesMatter 
4/"
187,FembotX,@SabrinaBabySlut spooky!
188,AusGameBulletin,"Black Lives Matter Pullover Hoodie https://t.co/OKJEAhNH4N Black Lives Matter, today and every day #blacklivesmatter #equality #feminism #black #activism #feminist #activist #socialjustice #liberal #justice #gay #lgbt"
189,GuntherGill,"To @TheJusticeDept recover the more than $17K that Molla bilked off TWO @gofundme accts thru his fascist #BlackLivesMatter  &amp; Biden supporter LIES. 

Brooklyn Center Man Pleads Guilty to Insurance Fraud After Staging a Politically Motivated Arson Attack
https://t.co/Tfcqe99IIF"
190,AntiRacismDay,"Join a powerful platform at the opening session of the Stand Up To Racism international conference - from 11am, Institute of Education, London and online.

#BlackLivesMatter 
#ChildQ 
#JusticeForChrisKaba 

Register your place 👉🏿 https://t.co/meM57K7WnP https://t.co/soVHfaXIYk"
191,say_the_names,Erica Logan #BlackLivesMatter
192,Snycoz,"@RealCandaceO 
#blm #BlackLivesMatter https://t.co/hs7K1BepGV"
193,IsmailYSyed,"@jaywillis @dissentingj @ShirinSinnar #America’s entire #judiciary at both state and federal level is institutionally racist—deeply ingrained as legacy carrier of white settler state, geared against people of colour and natives: recent US Courts of Appeals and #SCOTUS judicial clerkship holder. 
#BlackLivesMatter 
4/"
194,Bidenisurpresi2,@Thomas87118572 @Trumpeter61 @Albert1879Big @AmoneyResists I’m just here to cancel Trump voices. It’s not my fault you guys continually indulge me because you don’t understand the technology. #TrumpIsANationalSecurityRisk #GOPSeditiousTraitors #GQPDomesticTerrorists #RepublicansHaveNoSolutions #RepublicansHATEwomen #BlackLivesMatter
195,hspropertyconf,"Join us for a complimentary webinar ‘How to Build an Inclusive Culture in the Property Workplace’ on 18 October 2022, 13:00 - 14:00 - https://t.co/Ld5Tis6cy4 

 #metoo #timesup #blacklivesmatter #inclusivity #property https://t.co/vPYpkpu0gw"
196,inartfairNYK,"#BlackHistory #Reparations

Attend unto me, and hear me: I mourn in my complaint, and make a noise;

Psalm 55:2

#HolocaustMemorialDay #MLK #GrenfellTower #BidenHarris #BlackLivesMatter #OphrahMeghanHarry #QueenElizabeth  #KingCharlesIII https://t.co/9LZdMq3WN7"
197,robwithanh,@AgathaChocolats My broom is in the shop.
198,Bidenisurpresi2,@Trumpeter61 @MrNice1000 @Thomas87118572 @Albert1879Big @AmoneyResists i’m pretty sure an amoeba is superior to a Trumper. #TrumpIsANationalSecurityRisk #GOPSeditiousTraitors #GQPDomesticTerrorists #RepublicansHaveNoSolutions #RepublicansHATEwomen #BlackLivesMatter    #TrumpIsGoingToJail #TraitorTrumpFamily #GOP
199,Claudette966,"NOVEMBER 8TH #VoteBlue2022
HAPPY WEDNESDAY GET TOGETHER
#BLM #Buffalo #Texas #BlackLivesMatter
SUPPORT
#IStandWithUkraine 🇺🇦
#democracy
#HumanRights
#RespectTheElderly
#Disability
#Equality
LIKE👍
RETWEET💥
Vet&amp;Follow🦋
#climate
#BidenHarris
#VoteBlueEarly
#RoeTheVote
#SaveBooks https://t.co/TJJ3DxB8dS"
200,Bidenisurpresi2,"@Trumpeter61 @Thomas87118572 @Albert1879Big @AmoneyResists One of twelve. Keep guessing incorrectly though, we love it. Especially when we are positive that Trumpers don’t understand algorithms. #TrumpIsANationalSecurityRisk #GOPSeditiousTraitors #GQPDomesticTerrorists #RepublicansHaveNoSolutions #RepublicansHATEwomen #BlackLivesMatter"
201,tbasharks,"Sun May 31 2020 Murfreesboro, Tennessee - Police tear gas peaceful protesters WATCH: https://t.co/xGUjGzgYrZ #MurfreesboroTennessee #MPD #blacklivesmatter #blm #defundthepolice #abolishthepolice"
202,CharmarNews,VIDEO: Experiments on African American inmates reveal U.S. double standards on human rights https://t.co/9spcuXIzzN #BlackLivesMatter #HumanRights #America https://t.co/dH3iGr7CdF
203,PoetDef,#stocks #culture #hiphopculture #blacklivesmatter #selflove #neighborhood #think #realestate This is the way they have young black men thinking as if self destruction is just the norm for them. https://t.co/dlSJyU72SF
204,Drs1AngryBMBC,"https://t.co/WECYNERPty
Did KKKaren bAZZ ""Nuestra Familia Groupie"" liar grifter Pork Chop Feminist sacrifice her only daughter for political power? 
#Black_Day #Black #BlackedFamily #blackteens @JudgeJoeBrownTV #BlackLivesMatter #blacktwitter @blaccxyz_ @dwannb @MsJuicyGenius"
205,Sam52160989,Phillip Pannell   #SayTheirNames #BlackLivesMatter
206,marktsneed,"Every time I think about #Repugnants wanting to end #SocialSecurity I think of the sick, old and the poor who need it. You? #WednesdayThoughts #WednesdayMotivation #WritingCommunity #writersoftwitter #amwritingfiction #BlackLivesMatter #KindnessMatters #StrongerTogether #Resist https://t.co/yJix2JQolJ"
207,inartfairNYK,"#BlackHistory #ReparationsNow 

""Why was it the case that such a lucrative trade in Slavery became limited to three major ports?

https://t.co/0NhYJ9cBgX 
#HolocaustMemorialDay #MLK #GrenfellTower #BidenHarris #BlackLivesMatter  #OphrahMeghanHarry #QueenElizabeth  #KingCharlesIII"
208,opagaatlos,Ondertussen op de apenrots van de inclusieve samenleving. Een anonieme dakloze heeft samen met lotgenoten letterlijk hun laatste centen bijeengeschraapt voor begrafenis van de door de links populistische partijen en media #BlackLivesMatter #DefundThePolice elite vermoorde agent. https://t.co/LYnNAKk4mc https://t.co/9jIYA28FeI
209,inartfairNYK,"#BlackHistory #ReparationsNow 

""Why was it the case that such a lucrative trade became limited to three major ports?

https://t.co/0NhYJ9tEiX 

#HolocaustMemorialDay #MLK #GrenfellTower #BidenHarris #BlackLivesMatter  #OphrahMeghanHarry #QueenElizabeth  #KingCharlesIII"
210,yaldinglazarus,@metpoliceuk give chase to someone who ran of with @eddieizzard's beret yet did nothing when #BlackLivesMatter were kicking down the gates of Downing Street. https://t.co/xME64PiWtm
211,msbabydollj,"i pray that God protects us, guides us, strengthens us. i pray that we survive the oppression we face on a day to day basis, that our mind does not become our enemy. i pray that we all heal and find peace and happiness in this life. in Jesus’ name i pray Amen. #BlackLivesMatter"
212,Listen2Water,So I’m at the airport and the couple next to me has matching bright green “All Lives Matter” T-shirts. And I’m wondering what kind of person wears something so hurtful where anyone can be assaulted by it while just going about their day? #BlackLivesMatter
213,pointofeew,"#blackcrimesmatter #blacklivesmatter #hypocrisy #blackprivilege #blacksupremacy #wokementality
SHARE please https://t.co/tJIEmuf2Gu"
214,mediasutrainc,"Join @mediasutrainc today at 7PM EST for a Films Shaping Narrative, Screening &amp; Community Dialogue ft. the new doc “Hold Your Fire” by @InterPositive.To learn more about the film, the conversation &amp; registration, click here:https://t.co/tEgoZ6vUjD  @Manauvaskar #blacklivesmatter"
215,bbweirdos,"Looks like @lizzo is ready for the #blmfuneral that’s about to go down today. She’s giving #Ursula vibes.  

#WhiteLivesMatter #BlackLivesMatter https://t.co/WZhu3twOWG"
216,EducatedBlackQ1,@ajplus @POTUS @VP @SpeakerPelosi @TheBlackCaucus @TheJusticeDept @NAACP   Repair the damages this country has inflicted and still is inflicting upon Black people for centuries! Give us what you owe: Reparations! No justice no peace! #BlackLivesMatter
217,pointofeew,"shocker 🥱

#blackcrimesmatter #blacklivesmatter #hypocrisy #blackprivilege #blacksupremacy #wokementality
SHARE please https://t.co/Zho4WxE8nC"
218,EducatedBlackQ1,@NBCNews @POTUS @VP @SpeakerPelosi @TheBlackCaucus @TheJusticeDept @NAACP   Repair the damages this country has inflicted and still is inflicting upon Black people for centuries! Give us what you owe: Reparations! No justice no peace! #BlackLivesMatter
219,BotDefund,Defund the #BurlingtonJunctionPolice #BlackLivesMatter
